tconst,originalTitle,startYear,runtimeMinutes,Genre,Director,Writer,Actor
tt0166485,Anna and the King,1999,148,Drama,Andy Tennant,Steve Meerson,Jodie Foster
tt0166485,Anna and the King,1999,148,History,Andy Tennant,Steve Meerson,Jodie Foster
tt0166485,Anna and the King,1999,148,Romance,Andy Tennant,Steve Meerson,Jodie Foster
tt0166485,Anna and the King,1999,148,Drama,Andy Tennant,Peter Krikes,Jodie Foster
tt0166485,Anna and the King,1999,148,History,Andy Tennant,Peter Krikes,Jodie Foster
tt0166485,Anna and the King,1999,148,Romance,Andy Tennant,Peter Krikes,Jodie Foster
tt0166485,Anna and the King,1999,148,Drama,Andy Tennant,Anna Leonowens,Jodie Foster
tt0166485,Anna and the King,1999,148,History,Andy Tennant,Anna Leonowens,Jodie Foster
tt0166485,Anna and the King,1999,148,Romance,Andy Tennant,Anna Leonowens,Jodie Foster
tt1321860,The Beaver,2011,91,Drama,Jodie Foster,Kyle Killen,Jodie Foster
tt1321860,The Beaver,2011,91,Drama,Jodie Foster,Kyle Killen,Mel Gibson
tt1321860,The Beaver,2011,91,Drama,Jodie Foster,Kyle Killen,Cherry Jones
tt1321860,The Beaver,2011,91,Drama,Jodie Foster,Kyle Killen,Anton Yelchin
tt5834262,Hotel Artemis,2018,94,Action,Drew Pearce,Drew Pearce,Jodie Foster
tt5834262,Hotel Artemis,2018,94,Crime,Drew Pearce,Drew Pearce,Jodie Foster
tt5834262,Hotel Artemis,2018,94,Drama,Drew Pearce,Drew Pearce,Jodie Foster
tt1535108,Elysium,2013,109,Action,Neill Blomkamp,Neill Blomkamp,Jodie Foster
tt1535108,Elysium,2013,109,Drama,Neill Blomkamp,Neill Blomkamp,Jodie Foster
tt1535108,Elysium,2013,109,Sci-Fi,Neill Blomkamp,Neill Blomkamp,Jodie Foster
